"...2","7  Li ","9  Be ","11  B ","23  Na ","24  Mg ","31  P ","34  S ","39  K ","44  Ca ","47  Ti ","51  V ","52  Cr ","55  Mn ","57  Fe ","59  Co ","60  Ni ","63  Cu ","66  Zn ","75  As ","82  Se ","85  Rb ","88  Sr ","89  Y ","90  Zr ","95  Mo ","107  Ag ","111  Cd ","118  Sn ","121  Sb ","133  Cs ","137  Ba ","139  La ","140  Ce ","141  Pr ","146  Nd ","147  Sm ","153  Eu ","157  Gd ","159  Tb ","163  Dy ","165  Ho ","166  Er ","169  Tm ","172  Yb ","175  Lu ","178  Hf ","202  Hg ","205  Tl ","208  Pb ","sample","date","name","height","month","name_short"
"0819_LAYT_50",68.0692460278346,0.241104988578754,226.66788449563,93536.4538699852,27798.2189003511,565.209565768178,0,2498.02467321365,206273.955723821,4655.9577323517,9.81417640785381,6.74259269391618,184.141400403006,2739.80563252316,2.07942686789353,4.26968510882041,21.5504208524504,31.6608417265869,11.6178039769294,0.0802222642793977,13.8183243211956,2232.9920070681,4.71927277763093,18.6734776001989,1.93041480223188,0.0858519611348287,0.890725297369471,1.0769533444855,1.2192455654072,1.31299256622124,138.897061358935,5.16473161826791,10.6174631721758,1.2290764573727,5.07212537367662,1.04720675341762,0.225774067436402,1.04414800215648,0.146132246654023,0.853080678282974,0.170518002936401,0.460260594326761,0.0680760154397819,0.42689346000142,0.0601089574625987,0.495819078692033,0.0558357165206679,0.212845383975134,50.9242291536595,"0819_LAYT_50","0819","LAYT","50","August","LP"
"0819_LAYT_15",75.5711441563954,0.288638311873444,306.574166331587,NA,31324.7982826136,816.312761653058,0,4012.8823333208,159592.407309935,7534.68671774348,13.1055666438488,9.08831126937282,210.630386366567,3530.49166943091,2.23556340444234,5.0388628412927,28.460002470184,41.5740999031914,13.3797528859398,0.111040094016633,21.198551612246,1762.60830663676,4.03784236537438,21.4850070720335,1.79242603320244,0.0860018210360194,1.29987976895809,1.57303643200015,1.42222705074494,1.8412384379193,235.096740162924,4.30026174764332,9.3221911975987,1.00267728515054,4.12096249399952,0.841464555448927,0.243259176282032,0.867246950818753,0.12033353820495,0.710964615578224,0.1438523152655,0.402447158668689,0.0579884764413717,0.390936427177299,0.0562535710742206,0.591922759581505,0.0337586392723712,0.164193921502854,48.3114078632862,"0819_LAYT_15","0819","LAYT","15","August","LP"
"0819_FARM_85",83.2455472845957,0.347400719629523,352.401688850389,84496.5164182386,45299.1506999464,483.82108525111,0,3500.04235207468,195113.260933256,8215.14961271528,18.1149446812927,9.97709727008562,269.791924132157,4463.69297441068,3.52212143567109,6.78609619537048,26.5838136793676,95.8460746360531,15.0964241284772,0.0288692341353023,22.5460285228322,2080.76641225881,4.21280660399551,22.4998655115552,1.68484855734043,0.0635376782359785,0.980523315391988,1.48644296424825,1.58762050695012,2.46716895949826,205.203550898996,4.44072773869516,9.03532118970837,1.04746673711343,4.25005680876389,0.816981832455013,0.202015878233106,0.830655069662462,0.117527205059873,0.709093710175477,0.149966365168315,0.415632096145888,0.0642010058245469,0.42843447489225,0.0740483174657909,0.604300036685418,0.0387861886697001,0.0695249181903368,43.9672653661916,"0819_FARM_85","0819","FARM","85","August","FP"
"0819_FARM_50",87.731332702357,0.412303862935209,370.13936578262,NA,48668.5168548869,801.678665993624,0,4352.9192872967,174784.274956394,10307.557076682,20.4152462571643,11.6638960224771,605.656342838212,4608.73622338285,3.04075925427261,6.93793651657432,43.4710136637449,57.071875611974,14.339652624629,0.104819523259906,26.1129014559355,1755.79614805812,5.21404903836953,37.4165151113879,1.78142980939564,0.0920382534156619,1.01311023855371,2.11841562048435,2.07892422221784,2.63991818544016,372.857332133917,5.59816799653851,12.0354901778197,1.32984642895076,5.40587948147525,1.07127399949141,0.279173028151188,1.04901369687793,0.152696762850738,0.877433371282573,0.184572896617348,0.531978469813371,0.079869334272767,0.523632191424465,0.0826210476801484,1.03632234690963,0.025588131776207,0.163693474778756,75.0080472611533,"0819_FARM_50","0819","FARM","50","August","FP"
"0819_FARM_15",68.5241277953402,0.34447564612859,345.226182086251,NA,33773.0888727761,629.550826850373,0,3605.02162142354,178638.254527038,7814.62555708168,15.6596725448154,9.38991576553645,246.73513639977,3741.56881385813,2.50952487648893,5.55981645262784,28.654474555512,45.5511999751762,13.3174265946367,0.0663671277213139,21.1963094860404,1936.6044608012,4.71602778235261,22.109271312424,1.56099558403476,0.104478035201775,1.50712064866901,1.53273715144932,1.68583504793814,2.07549860723892,174.384475580438,4.61251984536152,9.8760038852019,1.0665649867977,4.33948131514047,0.862313829412978,0.212996316883396,0.87906122192093,0.133225138767928,0.777834796466113,0.168511523270859,0.46078950030159,0.0677942112925349,0.451299085742901,0.069791930203098,0.599742596537967,0.0272886996330388,0.141272157223574,58.6479734373213,"0819_FARM_15","0819","FARM","15","August","FP"
"0919_ANT_85",66.0589876792339,1.1955936578498,194.253687007431,39797.1204725888,22383.4497234351,475.679574840225,0,8481.93597791001,195519.274668525,10164.8025545668,14.6459209812522,5.78987659917976,127.365621620361,5371.2372433773,2.13975814682787,4.78917222715837,18.1098445745394,26.5224040691065,11.9534346075295,0.0683780959768327,42.2920981605316,2095.79042668271,9.94928419719306,68.0840075643224,1.82302021297231,0.102682047106196,0.373273006150106,1.87514540264861,1.05300418210629,1.60693847411931,361.458942012372,13.4499028057427,26.5385604711827,2.84171970201215,11.2887165382477,2.09347023967943,0.510222793082532,2.05135780124552,0.29839366035818,1.74781154413978,0.355517022965609,0.991248645184103,0.145173553089678,0.979186066700525,0.145523301925919,1.84679923594477,0.0230862605283763,0.409485263027077,34.5934327433568,"0919_ANT_85","0919","ANT","85","September","AP"
"0919_ANT_50",36.9127521118515,1.20241475335919,145.003989014928,15008.1593104814,13892.264569754,275.25930856196,0,13017.7789915537,167626.718638253,11507.443220862,13.1262714784182,3.53932360517211,111.287258114181,5941.02696472396,1.80703195606558,3.25864333754581,8.80925800554429,19.3052084787487,10.4160481536339,0.0873436399065017,64.5949619386592,1759.67941650916,12.6722030925802,77.9923169489097,0.683590111475327,0.0568519008656353,0.154466303886223,2.17408189147316,0.749414419173897,1.40118324354724,497.229633615071,11.0208528994669,22.3534369977037,2.35834082413335,9.72207835850106,2.09500675286785,0.683867983064243,2.19694673641018,0.34232471758594,2.1066520777751,0.447031298288957,1.27246125243077,0.18917434934188,1.27020782587053,0.186775633186538,2.18616402575373,0.0159532582987949,0.576782408492455,26.3947871665067,"0919_ANT_50","0919","ANT","50","September","AP"
"0919_ANT_15",43.707323029759,0.934758128897184,164.496077451134,41490.2044470111,15899.5136668364,421.914332552043,0,15227.5739277729,148166.669825982,9357.37293283981,12.1461406980235,5.52087054086639,115.560719612964,4969.35525223231,1.83188945595358,4.06645019057249,13.1558062543851,21.5519416940275,9.29774930867571,0.102537816621195,71.0697536458203,1600.76678001379,9.7902060770996,56.5307617489432,1.15308714019887,0.0661522666162266,0.306740706290092,1.37497703944622,0.843608741717117,1.45782346145482,567.364382122992,8.65603148298454,16.9417686491837,1.89292283739817,7.7704569490637,1.6301172558753,0.58677176665992,1.68130319736703,0.268929727463203,1.66238971482677,0.344269458627988,0.973370895636355,0.143667720684082,0.956393680046651,0.141479368879073,1.53487770961587,0.018762941514208,0.555240473211702,27.8673979787458,"0919_ANT_15","0919","ANT","15","September","AP"
"0919_SYR_15",73.704223219012,0.53130961769148,293.590923383469,75348.5297099435,36550.7737867245,997.492658852033,0,5644.94185886668,134343.088948853,19688.2288874226,22.2735651125838,23.250873445361,298.501174982707,6140.1030554649,2.96565449603173,7.76629435249527,39.7176862970638,61.4128031424791,19.1641128523919,0.125508544115351,33.7814838065366,1521.46369823608,8.72787063604935,90.2107091716091,2.27365254301537,0.106959367781112,2.2362284821798,2.81968963314078,1.64620313439065,3.2125172442622,233.409032683889,9.82860224593778,19.6229848377628,2.16141030121596,8.73998629795194,1.71376720828187,0.375894249060386,1.65768833604751,0.246126763298608,1.48957630585992,0.314961512086649,0.891428460696572,0.138082782728942,0.946227774417181,0.140483415424551,2.48813910850755,0.0304541308798485,0.217833417306206,58.0117982090506,"0919_SYR_15","0919","SYR","15","September","SP"
"0919_KAYS_85",55.7656275121938,0.36915724925164,287.830544720151,NA,27022.5333373492,553.893433484777,0,2787.08878218172,172842.761736745,7045.26260350761,12.6448772834062,8.01159998202795,216.121302555097,3249.84672292773,2.18951029460531,4.8863713160031,26.467700393594,36.9469048411577,12.7598518947587,0.0851955091084589,17.2157394533231,1849.22487912067,4.81418582880155,20.9101172334143,1.2458293954943,0.0911458103828177,2.11581613900065,1.25398642078492,1.48332989827308,1.69247795703728,162.610792911475,6.8347776714251,11.1243909049505,1.31207782046629,5.16111899908641,0.970405130615249,0.218672067213598,0.939785580347425,0.132337690814345,0.811910273340959,0.171738270518424,0.476768416420815,0.069419169516648,0.460514707561761,0.0665123064908588,0.552268834863739,0.0200585565405602,0.160326263676831,53.5076134572162,"0919_KAYS_85","0919","KAYS","85","September","KP"
"0919_KAYS_50",64.8287310334336,0.269362480724981,354.830500346783,30336.8327201966,32750.6540235927,596.369375029743,0,2869.76842697794,265411.822301849,7161.77293531818,14.2545394306729,8.58932219085901,330.659716225997,3479.66413591186,2.52391374528125,5.33983954651449,26.656606468222,39.9533700218432,14.8032770004915,0.101057549939046,18.0665888728894,2835.83168721406,5.07921603842509,25.3172822502847,1.63763337997332,0.0528211962764868,0.529713395130468,1.44124933774516,1.75405176552546,1.8515431214576,213.963946421101,4.86941685293218,9.82931445972219,1.043940907088,4.26346210235629,0.852074178224262,0.217876659525201,0.875527990144148,0.130102936179395,0.768208322162077,0.162044323297387,0.451155463982487,0.0668416743682735,0.432355960681369,0.0623834242245631,0.664370006991347,0.0232769323076632,0.258059688806316,62.5910874721137,"0919_KAYS_50","0919","KAYS","50","September","KP"
"0919_KAYS_15",72.5791227552521,0.290447042602967,370.598317386121,NA,36275.1359304036,568.661330333949,0,3260.85914884505,248331.620421138,7260.97340170437,15.5500672112621,9.13035579403802,273.994656625626,3954.96006106296,2.91472472004515,5.83415988644016,32.0636079783555,50.7461120177287,16.4389390993032,0.118328617183455,20.5443695141043,2780.04833858734,5.45753900559481,23.8284680912337,1.77442268712579,0.0433885386803566,0.513540731849184,1.52680731783373,5.90499474012003,2.09006943071926,209.690298368868,5.12679994644027,10.0967357327286,1.07119010213222,4.37613059287554,0.875523059893532,0.225893124748912,0.929412483399763,0.135171203732631,0.820713993636421,0.172403032122101,0.481395653809302,0.0705191142488713,0.457447208520247,0.066540543405919,0.647300270295064,0.0176241634814018,0.175070052286925,75.7004622681505,"0919_KAYS_15","0919","KAYS","15","September","KP"
"0919_LAYT_50",75.9625105558276,0.263183816033031,263.707463514197,30520.9004455096,33105.8095763594,572.969274033939,0,2801.92770371449,269979.34153655,6100.21619758863,11.8836018564485,7.13738030202982,247.706866216182,3314.38283415352,2.58535234628996,5.16237990652909,23.7722875765939,37.160485093594,15.9667561030342,0.105967550659621,16.5167481485781,2928.55334752007,4.59055853334857,14.8721146031997,1.34230797124598,0.0410579578260589,0.452742137732752,1.94722006951229,1.37422757378195,1.58757778046106,171.881886031559,4.28403462889542,9.15942161617605,1.01309960399009,4.13400242975575,0.87178410242214,0.205959220933951,0.911665452754192,0.127143472583218,0.74756100418654,0.156116302067106,0.43260473006848,0.0649934029703943,0.422173136214652,0.0605452653614368,0.420942748332566,0.0183156171741355,0.156079164010592,57.206580235866,"0919_LAYT_50","0919","LAYT","50","September","LP"
"0919_LAYT_15",73.8307165433114,0.227911389219197,289.433713983072,21989.4617139016,32695.5091770622,636.623925881725,0,2899.38504352804,280815.056138856,6724.88011038011,13.3533196229884,8.05304577946154,250.36145049981,3426.54601080353,2.67046510217286,5.26375137071647,25.7040138990504,38.031021738477,15.4094605934164,0.133343607163619,17.9604405051528,3013.36788965617,6.64649914026932,30.2869524997323,1.08380059747696,0.0427511510478459,0.399390909859078,1.47623694404347,1.36290597884575,1.63132958756056,194.826003313856,5.28881594512763,10.744488597982,1.13793735728123,4.68104651237007,0.951484008469132,0.236998064605039,1.01410982155631,0.153500004583209,0.969363820729757,0.212300716519685,0.609968067832671,0.0891241855609691,0.583669113762205,0.0834871793210279,0.815388495257372,0.0248844728737938,0.195571330166093,54.7163390203868,"0919_LAYT_15","0919","LAYT","15","September","LP"
"0919_FARM_85",65.4459467236951,0.278761365690793,304.522318467939,NA,34624.2462038283,674.509287285212,0,2789.30493926063,193771.162533688,7438.78639975556,14.1715315019881,7.96215415105904,409.1334956092,3361.51077573922,2.4876848224833,5.38338483053616,29.2896255158432,43.6552767617,12.704620296942,0.106796654212903,19.0086430073222,2063.19131038165,4.37568740024604,24.1910636440512,1.29041239740086,0.0524969670257168,1.20754730501154,1.7786349494203,1.696845943944,2.00812874806004,228.553365008716,4.4672308182009,9.30217517835976,1.0255067983072,4.14919784659397,0.816503224995965,0.204688850955596,0.827576246189597,0.117494374200287,0.718698114668491,0.15144236458469,0.431119307544131,0.0639371507009141,0.42062578010802,0.0619363123040185,0.623222751442776,0.0210227423375384,0.153910864179408,65.7659941401904,"0919_FARM_85","0919","FARM","85","September","FP"
"0919_FARM_50",76.2034339126345,0.351108637177624,396.23003070018,NA,38913.5205313073,748.437602780606,0,3553.8151748339,189658.419627645,8978.39864837645,16.8789992159716,10.0181693176743,457.506190727559,4012.67253432191,2.59444244391273,5.94944713837849,31.6077556879736,48.4909443748709,15.1250120757656,0.0895746263790179,22.9114616509929,2048.29865439659,4.65589256228427,27.841440099553,1.89562129358101,0.0638387942997152,1.23082248320862,2.10140273834741,2.01410082559463,2.37125403744521,273.601938310182,5.21671609360377,11.3162159479616,1.19959889797003,4.90421468164405,0.959000116657105,0.239612445293285,0.938976810341852,0.133168708480465,0.778207090653661,0.162688531760654,0.468081797681822,0.06817414020413,0.450924573659706,0.0643851382314552,0.737937760115171,0.0289804783489578,0.16937239463427,67.8858605517873,"0919_FARM_50","0919","FARM","50","September","FP"
"0919_FARM_15",75.4303008572505,0.306012064012078,383.64486747189,NA,35157.9002376294,650.305054465134,0,3373.88572133312,193652.489562451,8085.37872982799,15.6431503959716,10.1347857203623,275.702098589686,3816.25167129247,2.51255360540961,5.5082138861271,28.7955818111539,47.744148530203,14.7607523462423,0.0845119282229672,20.9415894891679,2206.82895649243,5.93434351099496,23.8487492956378,1.78276693156367,0.0646576396244648,1.12093664093822,1.66713551326184,1.85668875332845,2.20902651995589,207.362497744865,5.19129708540621,10.4531314226316,1.13255405515606,4.63085139678702,0.934234307610462,0.227098363425324,0.986767902438825,0.150206361905758,0.927412131922299,0.201845082408685,0.570181105884475,0.0840716271582006,0.543736768882354,0.0797201660248632,0.660736144287207,0.0212814150437186,0.159268189047186,68.9048981691938,"0919_FARM_15","0919","FARM","15","September","FP"
"1019_ANT_85",45.1016665452539,1.26113027113578,169.107372958763,25644.689215539,16536.5007373995,399.685113266729,0,12344.8757101329,160712.622498444,17023.924591771,16.548084368337,5.98443415564213,148.254791347235,6957.16286681283,2.09032576814842,4.23665395829982,11.2604877478619,22.578468948075,10.2380700887535,0.135578370761803,67.3535719049056,1718.52839422368,16.7741720351364,87.2355695988823,1.12583132629882,0.0693122882509132,0.204379606714112,2.10342182259899,0.836010465249279,1.68967152705289,503.40436260754,24.944476314853,51.2165247361834,6.01486417394864,22.4108892985685,4.30949392022666,0.996580592744432,3.91400157530012,0.542871348697569,3.06166747169695,0.620529978817631,1.73016404547654,0.253699397181549,1.63401388154859,0.234379819940613,2.42240892847142,0.018824529314362,0.624299676795646,30.5694942265292,"1019_ANT_85","1019","ANT","85","October","AP"
"1019_ANT_50",45.8827967715659,1.24182808794939,182.832371981784,17385.5098090308,17236.9015303263,350.280968859993,0,10860.0330708421,185947.207380378,20137.0471950669,16.417758625931,4.83769706076168,177.282634460299,6826.77615314622,2.30999788629784,4.47422546599218,11.414288943824,23.5349767590467,11.0902267975261,0.100761511240107,60.2410346045534,2022.06934181101,12.4103821819795,63.3907912404826,0.960318783667809,0.0507279012613533,0.155454806251495,2.11720906829514,0.924930241826026,1.58929005662309,537.011095848806,8.89568738401152,19.0207757521583,2.02921909860778,8.48662513766969,1.94534850957152,0.676430340382435,2.09714821949834,0.338239966335125,2.13973907428949,0.455543654534264,1.27763873105224,0.189903979150942,1.24128801474503,0.183459825263387,1.77568053690244,0.0227811031633108,0.530641481282811,31.9885290489933,"1019_ANT_50","1019","ANT","50","October","AP"
"1019_ANT_15",45.1273070924492,1.0921770997717,173.734798037626,16537.5302330843,16716.9926116175,412.071712125745,0,13600.8241903352,166042.004144954,13868.7917822283,14.4850825278452,5.1978538086125,159.106946558705,6480.86914907897,2.19176855737197,4.17409783487313,10.213139368752,23.8562744130795,10.5436014464128,0.115024484680678,69.1362695032941,1828.07670598171,15.6870950311732,96.592029211305,1.16146043418952,0.0678134721892079,0.201959433005072,2.33483201153237,0.872848670671137,1.87892048159253,550.703608541359,16.0784909040133,31.075147175364,3.58014170411691,14.5069558537323,2.99686546587072,0.820540298975606,3.14569138879581,0.478956718176741,2.83138656601625,0.574346998376237,1.58663109319519,0.233697460056139,1.54548110879882,0.228006889657671,2.70209844151389,0.026659657075429,0.582141135168751,31.2435411680622,"1019_ANT_15","1019","ANT","15","October","AP"
"1019_SYR_85",79.6679397624574,0.652191245332859,457.675694655731,25218.4299193076,45934.4852222735,1884.38807536016,0,6314.64028549882,155719.191076216,16377.302766746,28.0413342948659,22.8159733600924,342.586915593709,6589.32212022879,3.59275037301299,10.5090834962947,67.6962836655642,90.0040056430358,24.2112385493318,0.137267014149738,42.6183389942743,1487.4365978964,7.36500409433276,47.4099186584311,5.28955634247471,0.313191011456109,1.80136006888874,4.63717935070495,3.23967613807456,4.76926902474522,311.473916694184,10.1464225948498,19.9609813439394,2.16536788432945,8.63944004959994,1.63953786052609,0.382914242448273,1.63220311628275,0.224260216643427,1.29014243824573,0.271796124125412,0.764442030515878,0.111367351458118,0.732430060596257,0.111291227133385,1.33437814175395,0.0434224441301903,0.286355392848595,59.0030532327884,"1019_SYR_85","1019","SYR","85","October","SP"
